,D1,D2,D3
T4192,30,30,30
T4193,30,30,30
T4194,30,30,30
T4195,30,30,30
T4196,30,30,30
T4197,30,30,30
T4198,30,30,30
T4199,30,30,30
T4200,30,30,30
T4201,30,30,30
T4202,30,30,30
T4203,30,30,30
T4204,30,30,30
T4205,30,30,30
T4206,30,30,30
T4207,30,30,30
T4208,30,30,30
T4209,30,30,30
T4210,30,30,30
T4211,30,30,30
T4212,30,30,30
T4213,30,30,30
T4214,30,30,30
T4215,30,30,30
T4216,30,30,30
T4217,30,30,30
T4218,30,30,30
T4219,30,30,30
T4220,30,30,30
T4221,30,30,30
T4222,30,30,30
T4223,30,30,30
T4224,30,30,30
T4225,30,30,30
T4226,30,30,30
T4227,30,30,30
T4228,30,30,30
T4229,30,30,30
T4230,30,30,30
T4231,30,30,30
T4232,30,30,30
T4233,30,30,30
T4234,30,30,30
T4235,30,30,30
T4236,30,30,30
T4237,30,30,30
T4238,30,30,30
T4239,30,30,30
T4240,30,30,30
T4241,30,30,30
T4242,30,30,30
T4243,30,30,30
T4244,30,30,30
T4245,30,30,30
T4246,30,30,30
T4247,30,30,30
T4248,30,30,30
T4249,30,30,30
T4250,30,30,30
T4251,30,30,30
T4252,30,30,30
T4253,30,30,30
T4254,30,30,30
T4255,30,30,30
T4256,30,30,30
T4257,30,30,30
T4258,30,30,30
T4259,30,30,30
T4260,30,30,30
T4261,30,30,30
T4262,30,30,30
T4263,30,30,30
T4264,30,30,30
T4265,30,30,30
T4266,30,30,30
T4267,30,30,30
T4268,30,30,30
T4269,30,30,30
T4270,30,30,30
T4271,30,30,30
T4272,30,30,30
T4273,30,30,30
T4274,30,30,30
T4275,30,30,30
T4276,30,30,30
T4277,30,30,30
T4278,30,30,30
T4279,30,30,30
T4280,30,30,30
T4281,30,30,30
T4282,30,30,30
T4283,30,30,30
T4284,30,30,30
T4285,30,30,30
T4286,30,30,30
T4287,30,30,30
T4288,30,30,30
T4289,30,30,30
T4290,30,30,30
T4291,30,30,30
T4292,30,30,30
T4293,30,30,30
T4294,30,30,30
T4295,30,30,30
T4296,30,30,30
T4297,30,30,30
T4298,30,30,30
T4299,30,30,30
T4300,30,30,30
T4301,30,30,30
T4302,30,30,30
T4303,30,30,30
T4304,30,30,30
T4305,30,30,30
T4306,30,30,30
T4307,30,30,30
T4308,30,30,30
T4309,30,30,30
T4310,30,30,30
T4311,30,30,30
T4312,30,30,30
T4313,30,30,30
T4314,30,30,30
T4315,30,30,30
T4316,30,30,30
T4317,30,30,30
T4318,30,30,30
T4319,30,30,30
T4320,30,30,30
T4321,30,30,30
T4322,30,30,30
T4323,30,30,30
T4324,30,30,30
T4325,30,30,30
T4326,30,30,30
T4327,30,30,30
T4328,30,30,30
T4329,30,30,30
T4330,30,30,30
T4331,30,30,30
T4332,30,30,30
T4333,30,30,30
T4334,30,30,30
T4335,30,30,30
T4336,30,30,30
T4337,30,30,30
T4338,30,30,30
T4339,30,30,30
T4340,30,30,30
T4341,30,30,30
T4342,30,30,30
T4343,30,30,30
T4344,30,30,30
T4345,30,30,30
T4346,30,30,30
T4347,30,30,30
T4348,30,30,30
T4349,30,30,30
T4350,30,30,30
T4351,30,30,30
T4352,30,30,30
T4353,30,30,30
T4354,30,30,30
T4355,30,30,30
T4356,30,30,30
T4357,30,30,30
T4358,30,30,30
T4359,30,30,30
T4360,30,30,30
T4361,30,30,30
T4362,30,30,30
T4363,30,30,30
T4364,30,30,30
T4365,30,30,30
T4366,30,30,30
T4367,30,30,30
T4368,30,30,30
T4369,30,30,30
T4370,30,30,30
T4371,30,30,30
T4372,30,30,30
T4373,30,30,30
T4374,30,30,30
T4375,30,30,30
T4376,30,30,30
T4377,30,30,30
T4378,30,30,30
T4379,30,30,30
T4380,30,30,30
T4381,30,30,30
T4382,30,30,30
T4383,30,30,30
T4384,30,30,30
T4385,30,30,30
T4386,30,30,30
T4387,30,30,30
T4388,30,30,30
T4389,30,30,30
T4390,30,30,30
T4391,30,30,30
T4392,30,30,30
T4393,30,30,30
T4394,30,30,30
T4395,30,30,30
T4396,30,30,30
T4397,30,30,30
T4398,30,30,30
T4399,30,30,30
T4400,30,30,30
T4401,30,30,30
T4402,30,30,30
T4403,30,30,30
T4404,30,30,30
T4405,30,30,30
T4406,30,30,30
T4407,30,30,30
T4408,30,30,30
T4409,30,30,30
T4410,30,30,30
T4411,30,30,30
T4412,30,30,30
T4413,30,30,30
T4414,30,30,30
T4415,30,30,30
T4416,30,30,30
T4417,30,30,30
T4418,30,30,30
T4419,30,30,30
T4420,30,30,30
T4421,30,30,30
T4422,30,30,30
T4423,30,30,30
T4424,30,30,30
T4425,30,30,30
T4426,30,30,30
T4427,30,30,30
T4428,30,30,30
T4429,30,30,30
T4430,30,30,30
T4431,30,30,30
T4432,30,30,30
T4433,30,30,30
T4434,30,30,30
T4435,30,30,30
T4436,30,30,30
T4437,30,30,30
T4438,30,30,30
T4439,30,30,30
T4440,30,30,30
T4441,30,30,30
T4442,30,30,30
T4443,30,30,30
T4444,30,30,30
T4445,30,30,30
T4446,30,30,30
T4447,30,30,30
T4448,30,30,30
T4449,30,30,30
T4450,30,30,30
T4451,30,30,30
T4452,30,30,30
T4453,30,30,30
T4454,30,30,30
T4455,30,30,30
T4456,30,30,30
T4457,30,30,30
T4458,30,30,30
T4459,30,30,30
T4460,30,30,30
T4461,30,30,30
T4462,30,30,30
T4463,30,30,30
T4464,30,30,30
T4465,30,30,30
T4466,30,30,30
T4467,30,30,30
T4468,30,30,30
T4469,30,30,30
T4470,30,30,30
T4471,30,30,30
T4472,30,30,30
T4473,30,30,30
T4474,30,30,30
T4475,30,30,30
T4476,30,30,30
T4477,30,30,30
T4478,30,30,30
T4479,30,30,30
T4480,30,30,30
T4481,30,30,30
T4482,30,30,30
T4483,30,30,30
T4484,30,30,30
T4485,30,30,30
T4486,30,30,30
T4487,30,30,30
T4488,30,30,30
T4489,30,30,30
T4490,30,30,30
T4491,30,30,30
T4492,30,30,30
T4493,30,30,30
T4494,30,30,30
T4495,30,30,30
T4496,30,30,30
T4497,30,30,30
T4498,30,30,30
T4499,30,30,30
T4500,30,30,30
T4501,30,30,30
T4502,30,30,30
T4503,30,30,30
T4504,30,30,30
T4505,30,30,30
T4506,30,30,30
T4507,30,30,30
T4508,30,30,30
T4509,30,30,30
T4510,30,30,30
T4511,30,30,30
T4512,30,30,30
T4513,30,30,30
T4514,30,30,30
T4515,30,30,30
T4516,30,30,30
T4517,30,30,30
T4518,30,30,30
T4519,30,30,30
T4520,30,30,30
T4521,30,30,30
T4522,30,30,30
T4523,30,30,30
T4524,30,30,30
T4525,30,30,30
T4526,30,30,30
T4527,30,30,30
T4528,30,30,30
T4529,30,30,30
T4530,30,30,30
T4531,30,30,30
T4532,30,30,30
T4533,30,30,30
T4534,30,30,30
T4535,30,30,30
T4536,30,30,30
T4537,30,30,30
T4538,30,30,30
T4539,30,30,30
T4540,30,30,30
T4541,30,30,30
T4542,30,30,30
T4543,30,30,30
T4544,30,30,30
T4545,30,30,30
T4546,30,30,30
T4547,30,30,30
T4548,30,30,30
T4549,30,30,30
T4550,30,30,30
T4551,30,30,30
T4552,30,30,30
T4553,30,30,30
T4554,30,30,30
T4555,30,30,30
T4556,30,30,30
T4557,30,30,30
T4558,30,30,30
T4559,30,30,30
T4560,30,30,30
T4561,30,30,30
T4562,30,30,30
T4563,30,30,30
T4564,30,30,30
T4565,30,30,30
T4566,30,30,30
T4567,30,30,30
T4568,30,30,30
T4569,30,30,30
T4570,30,30,30
T4571,30,30,30
T4572,30,30,30
T4573,30,30,30
T4574,30,30,30
T4575,30,30,30
T4576,30,30,30
T4577,30,30,30
T4578,30,30,30
T4579,30,30,30
T4580,30,30,30
T4581,30,30,30
T4582,30,30,30
T4583,30,30,30
T4584,30,30,30
T4585,30,30,30
T4586,30,30,30
T4587,30,30,30
T4588,30,30,30
T4589,30,30,30
T4590,30,30,30
T4591,30,30,30
T4592,30,30,30
T4593,30,30,30
T4594,30,30,30
T4595,30,30,30
T4596,30,30,30
T4597,30,30,30
T4598,30,30,30
T4599,30,30,30
T4600,30,30,30
T4601,30,30,30
T4602,30,30,30
T4603,30,30,30
T4604,30,30,30
T4605,30,30,30
T4606,30,30,30
T4607,30,30,30
T4608,30,30,30
T4609,30,30,30
T4610,30,30,30
T4611,30,30,30
T4612,30,30,30
T4613,30,30,30
T4614,30,30,30
T4615,30,30,30
T4616,30,30,30
T4617,30,30,30
T4618,30,30,30
T4619,30,30,30
T4620,30,30,30
T4621,30,30,30
T4622,30,30,30
T4623,30,30,30
T4624,30,30,30
T4625,30,30,30
T4626,30,30,30
T4627,30,30,30
T4628,30,30,30
T4629,30,30,30
T4630,30,30,30
T4631,30,30,30
T4632,30,30,30
T4633,30,30,30
T4634,30,30,30
T4635,30,30,30
T4636,30,30,30
T4637,30,30,30
T4638,30,30,30
T4639,30,30,30
T4640,30,30,30
T4641,30,30,30
T4642,30,30,30
T4643,30,30,30
T4644,30,30,30
T4645,30,30,30
T4646,30,30,30
T4647,30,30,30
T4648,30,30,30
T4649,30,30,30
T4650,30,30,30
T4651,30,30,30
T4652,30,30,30
T4653,30,30,30
T4654,30,30,30
T4655,30,30,30
T4656,30,30,30
T4657,30,30,30
T4658,30,30,30
T4659,30,30,30
T4660,30,30,30
T4661,30,30,30
T4662,30,30,30
T4663,30,30,30
T4664,30,30,30
T4665,30,30,30
T4666,30,30,30
T4667,30,30,30
T4668,30,30,30
T4669,30,30,30
T4670,30,30,30
T4671,30,30,30
T4672,30,30,30
T4673,30,30,30
T4674,30,30,30
T4675,30,30,30
T4676,30,30,30
T4677,30,30,30
T4678,30,30,30
T4679,30,30,30
T4680,30,30,30
T4681,30,30,30
T4682,30,30,30
T4683,30,30,30
T4684,30,30,30
T4685,30,30,30
T4686,30,30,30
T4687,30,30,30
T4688,30,30,30
T4689,30,30,30
T4690,30,30,30
T4691,30,30,30
T4692,30,30,30
T4693,30,30,30
T4694,30,30,30
T4695,30,30,30
T4696,30,30,30
T4697,30,30,30
T4698,30,30,30
T4699,30,30,30
T4700,30,30,30
T4701,30,30,30
T4702,30,30,30
T4703,30,30,30
T4704,30,30,30
T4705,30,30,30
T4706,30,30,30
T4707,30,30,30
T4708,30,30,30
T4709,30,30,30
T4710,30,30,30
T4711,30,30,30
T4712,30,30,30
T4713,30,30,30
T4714,30,30,30
T4715,30,30,30
T4716,30,30,30
T4717,30,30,30
T4718,30,30,30
T4719,30,30,30
T4720,30,30,30
T4721,30,30,30
T4722,30,30,30
T4723,30,30,30
T4724,30,30,30
T4725,30,30,30
T4726,30,30,30
T4727,30,30,30
T4728,30,30,30
T4729,30,30,30
T4730,30,30,30
T4731,30,30,30
T4732,30,30,30
T4733,30,30,30
T4734,30,30,30
T4735,30,30,30
T4736,30,30,30
T4737,30,30,30
T4738,30,30,30
T4739,30,30,30
T4740,30,30,30
T4741,30,30,30
T4742,30,30,30
T4743,30,30,30
T4744,30,30,30
T4745,30,30,30
T4746,30,30,30
T4747,30,30,30
T4748,30,30,30
T4749,30,30,30
T4750,30,30,30
T4751,30,30,30
T4752,30,30,30
T4753,30,30,30
T4754,30,30,30
T4755,30,30,30
T4756,30,30,30
T4757,30,30,30
T4758,30,30,30
T4759,30,30,30
T4760,30,30,30
T4761,30,30,30
T4762,30,30,30
T4763,30,30,30
T4764,30,30,30
T4765,30,30,30
T4766,30,30,30
T4767,30,30,30
T4768,30,30,30
T4769,30,30,30
T4770,30,30,30
T4771,30,30,30
T4772,30,30,30
T4773,30,30,30
T4774,30,30,30
T4775,30,30,30
T4776,30,30,30
T4777,30,30,30
T4778,30,30,30
T4779,30,30,30
T4780,30,30,30
T4781,30,30,30
T4782,30,30,30
T4783,30,30,30
T4784,30,30,30
T4785,30,30,30
T4786,30,30,30
T4787,30,30,30
T4788,30,30,30
T4789,30,30,30
T4790,30,30,30
T4791,30,30,30
T4792,30,30,30
T4793,30,30,30
T4794,30,30,30
T4795,30,30,30
T4796,30,30,30
T4797,30,30,30
T4798,30,30,30
T4799,30,30,30
T4800,30,30,30
T4801,30,30,30
T4802,30,30,30
T4803,30,30,30
T4804,30,30,30
T4805,30,30,30
T4806,30,30,30
T4807,30,30,30
T4808,30,30,30
T4809,30,30,30
T4810,30,30,30
T4811,30,30,30
T4812,30,30,30
T4813,30,30,30
T4814,30,30,30
T4815,30,30,30
T4816,30,30,30
T4817,30,30,30
T4818,30,30,30
T4819,30,30,30
T4820,30,30,30
T4821,30,30,30
T4822,30,30,30
T4823,30,30,30
T4824,30,30,30
T4825,30,30,30
T4826,30,30,30
T4827,30,30,30
T4828,30,30,30
T4829,30,30,30
T4830,30,30,30
T4831,30,30,30
T4832,30,30,30
T4833,30,30,30
T4834,30,30,30
T4835,30,30,30
T4836,30,30,30
T4837,30,30,30
T4838,30,30,30
T4839,30,30,30
T4840,30,30,30
T4841,30,30,30
T4842,30,30,30
T4843,30,30,30
T4844,30,30,30
T4845,30,30,30
T4846,30,30,30
T4847,30,30,30
T4848,30,30,30
T4849,30,30,30
T4850,30,30,30
T4851,30,30,30
T4852,30,30,30
T4853,30,30,30
T4854,30,30,30
T4855,30,30,30
T4856,30,30,30
T4857,30,30,30
T4858,30,30,30
T4859,30,30,30
T4860,30,30,30
T4861,30,30,30
T4862,30,30,30
T4863,30,30,30
T4864,30,30,30
T4865,30,30,30
T4866,30,30,30
T4867,30,30,30
T4868,30,30,30
T4869,30,30,30
T4870,30,30,30
T4871,30,30,30
T4872,30,30,30
T4873,30,30,30
T4874,30,30,30
T4875,30,30,30
T4876,30,30,30
T4877,30,30,30
T4878,30,30,30
T4879,30,30,30
T4880,30,30,30
T4881,30,30,30
T4882,30,30,30
T4883,30,30,30
T4884,30,30,30
T4885,30,30,30
T4886,30,30,30
T4887,30,30,30
T4888,30,30,30
T4889,30,30,30
T4890,30,30,30
T4891,30,30,30
T4892,30,30,30
T4893,30,30,30
T4894,30,30,30
T4895,30,30,30
T4896,30,30,30
T4897,30,30,30
T4898,30,30,30
T4899,30,30,30
T4900,30,30,30
T4901,30,30,30
T4902,30,30,30
T4903,30,30,30
T4904,30,30,30
T4905,30,30,30
T4906,30,30,30
T4907,30,30,30
T4908,30,30,30
T4909,30,30,30
T4910,30,30,30
T4911,30,30,30
T4912,30,30,30
T4913,30,30,30
T4914,30,30,30
T4915,30,30,30
T4916,30,30,30
T4917,30,30,30
T4918,30,30,30
T4919,30,30,30
T4920,30,30,30
T4921,30,30,30
T4922,30,30,30
T4923,30,30,30
T4924,30,30,30
T4925,30,30,30
T4926,30,30,30
T4927,30,30,30
T4928,30,30,30
T4929,30,30,30
T4930,30,30,30
T4931,30,30,30
T4932,30,30,30
T4933,30,30,30
T4934,30,30,30
T4935,30,30,30
T4936,30,30,30
T4937,30,30,30
T4938,30,30,30
T4939,30,30,30
T4940,30,30,30
T4941,30,30,30
T4942,30,30,30
T4943,30,30,30
T4944,30,30,30
T4945,30,30,30
T4946,30,30,30
T4947,30,30,30
T4948,30,30,30
T4949,30,30,30
T4950,30,30,30
T4951,30,30,30
T4952,30,30,30
T4953,30,30,30
T4954,30,30,30
T4955,30,30,30
T4956,30,30,30
T4957,30,30,30
T4958,30,30,30
T4959,30,30,30
T4960,30,30,30
T4961,30,30,30
T4962,30,30,30
T4963,30,30,30
T4964,30,30,30
T4965,30,30,30
T4966,30,30,30
T4967,30,30,30
T4968,30,30,30
T4969,30,30,30
T4970,30,30,30
T4971,30,30,30
T4972,30,30,30
T4973,30,30,30
T4974,30,30,30
T4975,30,30,30
T4976,30,30,30
T4977,30,30,30
T4978,30,30,30
T4979,30,30,30
T4980,30,30,30
T4981,30,30,30
T4982,30,30,30
T4983,30,30,30
T4984,30,30,30
T4985,30,30,30
T4986,30,30,30
T4987,30,30,30
T4988,30,30,30
T4989,30,30,30
T4990,30,30,30
T4991,30,30,30
T4992,30,30,30
T4993,30,30,30
T4994,30,30,30
T4995,30,30,30
T4996,30,30,30
T4997,30,30,30
T4998,30,30,30
T4999,30,30,30
T5000,30,30,30
T5001,30,30,30
T5002,30,30,30
T5003,30,30,30
T5004,30,30,30
T5005,30,30,30
T5006,30,30,30
T5007,30,30,30
T5008,30,30,30
T5009,30,30,30
T5010,30,30,30
T5011,30,30,30
T5012,30,30,30
T5013,30,30,30
T5014,30,30,30
T5015,30,30,30
T5016,30,30,30
T5017,30,30,30
T5018,30,30,30
T5019,30,30,30
T5020,30,30,30
T5021,30,30,30
T5022,30,30,30
T5023,30,30,30
T5024,30,30,30
T5025,30,30,30
T5026,30,30,30
T5027,30,30,30
T5028,30,30,30
T5029,30,30,30
T5030,30,30,30
T5031,30,30,30
T5032,30,30,30
T5033,30,30,30
T5034,30,30,30
T5035,30,30,30
T5036,30,30,30
T5037,30,30,30
T5038,30,30,30
T5039,30,30,30
T5040,30,30,30
T5041,30,30,30
T5042,30,30,30
T5043,30,30,30
T5044,30,30,30
T5045,30,30,30
T5046,30,30,30
T5047,30,30,30
T5048,30,30,30
T5049,30,30,30
T5050,30,30,30
T5051,30,30,30
T5052,30,30,30
T5053,30,30,30
T5054,30,30,30
T5055,30,30,30
T5056,30,30,30
T5057,30,30,30
T5058,30,30,30
T5059,30,30,30
T5060,30,30,30
T5061,30,30,30
T5062,30,30,30
T5063,30,30,30
T5064,30,30,30
T5065,30,30,30
T5066,30,30,30
T5067,30,30,30
T5068,30,30,30
T5069,30,30,30
T5070,30,30,30
T5071,30,30,30
T5072,30,30,30
T5073,30,30,30
T5074,30,30,30
T5075,30,30,30
T5076,30,30,30
T5077,30,30,30
T5078,30,30,30
T5079,30,30,30
T5080,30,30,30
T5081,30,30,30
T5082,30,30,30
T5083,30,30,30
T5084,30,30,30
T5085,30,30,30
T5086,30,30,30
T5087,30,30,30
T5088,30,30,30
T5089,30,30,30
T5090,30,30,30
T5091,30,30,30
T5092,30,30,30
T5093,30,30,30
T5094,30,30,30
T5095,30,30,30
T5096,30,30,30
T5097,30,30,30
T5098,30,30,30
T5099,30,30,30
T5100,30,30,30
T5101,30,30,30
T5102,30,30,30
T5103,30,30,30
T5104,30,30,30
T5105,30,30,30
T5106,30,30,30
T5107,30,30,30
T5108,30,30,30
T5109,30,30,30
T5110,30,30,30
T5111,30,30,30
T5112,30,30,30
T5113,30,30,30
T5114,30,30,30
T5115,30,30,30
T5116,30,30,30
T5117,30,30,30
T5118,30,30,30
T5119,30,30,30
T5120,30,30,30
T5121,30,30,30
T5122,30,30,30
T5123,30,30,30
T5124,30,30,30
T5125,30,30,30
T5126,30,30,30
T5127,30,30,30
T5128,30,30,30
T5129,30,30,30
T5130,30,30,30
T5131,30,30,30
T5132,30,30,30
T5133,30,30,30
T5134,30,30,30
T5135,30,30,30
T5136,30,30,30
T5137,30,30,30
T5138,30,30,30
T5139,30,30,30
T5140,30,30,30
T5141,30,30,30
T5142,30,30,30
T5143,30,30,30
T5144,30,30,30
T5145,30,30,30
T5146,30,30,30
T5147,30,30,30
T5148,30,30,30
T5149,30,30,30
T5150,30,30,30
T5151,30,30,30
T5152,30,30,30
T5153,30,30,30
T5154,30,30,30
T5155,30,30,30
T5156,30,30,30
T5157,30,30,30
T5158,30,30,30
T5159,30,30,30
T5160,30,30,30
T5161,30,30,30
T5162,30,30,30
T5163,30,30,30
T5164,30,30,30
T5165,30,30,30
T5166,30,30,30
T5167,30,30,30
T5168,30,30,30
T5169,30,30,30
T5170,30,30,30
T5171,30,30,30
T5172,30,30,30
T5173,30,30,30
T5174,30,30,30
T5175,30,30,30
T5176,30,30,30
T5177,30,30,30
T5178,30,30,30
T5179,30,30,30
T5180,30,30,30
T5181,30,30,30
T5182,30,30,30
T5183,30,30,30
T5184,30,30,30
T5185,30,30,30
T5186,30,30,30
T5187,30,30,30
T5188,30,30,30
T5189,30,30,30
T5190,30,30,30
T5191,30,30,30
T5192,30,30,30
T5193,30,30,30
T5194,30,30,30
T5195,30,30,30
T5196,30,30,30
T5197,30,30,30
T5198,30,30,30
T5199,30,30,30
T5200,30,30,30
T5201,30,30,30
T5202,30,30,30
T5203,30,30,30
T5204,30,30,30
T5205,30,30,30
T5206,30,30,30
T5207,30,30,30
T5208,30,30,30
T5209,30,30,30
T5210,30,30,30
T5211,30,30,30
T5212,30,30,30
T5213,30,30,30
T5214,30,30,30
T5215,30,30,30
T5216,30,30,30
T5217,30,30,30
T5218,30,30,30
T5219,30,30,30
T5220,30,30,30
T5221,30,30,30
T5222,30,30,30
T5223,30,30,30
T5224,30,30,30
T5225,30,30,30
T5226,30,30,30
T5227,30,30,30
T5228,30,30,30
T5229,30,30,30
T5230,30,30,30
T5231,30,30,30
T5232,30,30,30
T5233,30,30,30
T5234,30,30,30
T5235,30,30,30
T5236,30,30,30
T5237,30,30,30
T5238,30,30,30
T5239,30,30,30
T5240,30,30,30
T5241,30,30,30
T5242,30,30,30
T5243,30,30,30
T5244,30,30,30
T5245,30,30,30
T5246,30,30,30
T5247,30,30,30
T5248,30,30,30
T5249,30,30,30
T5250,30,30,30
T5251,30,30,30
T5252,30,30,30
T5253,30,30,30
T5254,30,30,30
T5255,30,30,30
T5256,30,30,30
T5257,30,30,30
T5258,30,30,30
T5259,30,30,30
T5260,30,30,30
T5261,30,30,30
T5262,30,30,30
T5263,30,30,30
T5264,30,30,30
T5265,30,30,30
T5266,30,30,30
T5267,30,30,30
T5268,30,30,30
T5269,30,30,30
T5270,30,30,30
T5271,30,30,30
T5272,30,30,30
T5273,30,30,30
T5274,30,30,30
T5275,30,30,30
T5276,30,30,30
T5277,30,30,30
T5278,30,30,30
T5279,30,30,30
T5280,30,30,30
T5281,30,30,30
T5282,30,30,30
T5283,30,30,30
T5284,30,30,30
T5285,30,30,30
T5286,30,30,30
T5287,30,30,30
T5288,30,30,30
T5289,30,30,30
T5290,30,30,30
T5291,30,30,30
T5292,30,30,30
T5293,30,30,30
T5294,30,30,30
T5295,30,30,30
T5296,30,30,30
T5297,30,30,30
T5298,30,30,30
T5299,30,30,30
T5300,30,30,30
T5301,30,30,30
T5302,30,30,30
T5303,30,30,30
T5304,30,30,30
T5305,30,30,30
T5306,30,30,30
T5307,30,30,30
T5308,30,30,30
T5309,30,30,30
T5310,30,30,30
T5311,30,30,30
T5312,30,30,30
T5313,30,30,30
T5314,30,30,30
T5315,30,30,30
T5316,30,30,30
T5317,30,30,30
T5318,30,30,30
T5319,30,30,30
T5320,30,30,30
T5321,30,30,30
T5322,30,30,30
T5323,30,30,30
T5324,30,30,30
T5325,30,30,30
T5326,30,30,30
T5327,30,30,30
T5328,30,30,30
T5329,30,30,30
T5330,30,30,30
T5331,30,30,30
T5332,30,30,30
T5333,30,30,30
T5334,30,30,30
T5335,30,30,30
T5336,30,30,30
T5337,30,30,30
T5338,30,30,30
T5339,30,30,30
T5340,30,30,30
T5341,30,30,30
T5342,30,30,30
T5343,30,30,30
T5344,30,30,30
T5345,30,30,30
T5346,30,30,30
T5347,30,30,30
T5348,30,30,30
T5349,30,30,30
T5350,30,30,30
T5351,30,30,30
T5352,30,30,30
T5353,30,30,30
T5354,30,30,30
T5355,30,30,30
T5356,30,30,30
T5357,30,30,30
T5358,30,30,30
T5359,30,30,30
T5360,30,30,30
T5361,30,30,30
T5362,30,30,30
T5363,30,30,30
T5364,30,30,30
T5365,30,30,30
T5366,30,30,30
T5367,30,30,30
T5368,30,30,30
T5369,30,30,30
T5370,30,30,30
T5371,30,30,30
T5372,30,30,30
T5373,30,30,30
T5374,30,30,30
T5375,30,30,30
T5376,30,30,30
T5377,30,30,30
T5378,30,30,30
T5379,30,30,30
T5380,30,30,30
T5381,30,30,30
T5382,30,30,30
T5383,30,30,30
T5384,30,30,30
T5385,30,30,30
T5386,30,30,30
T5387,30,30,30
T5388,30,30,30
T5389,30,30,30
T5390,30,30,30
T5391,30,30,30
T5392,30,30,30
T5393,30,30,30
T5394,30,30,30
T5395,30,30,30
T5396,30,30,30
T5397,30,30,30
T5398,30,30,30
T5399,30,30,30
T5400,30,30,30
T5401,30,30,30
T5402,30,30,30
T5403,30,30,30
T5404,30,30,30
T5405,30,30,30
T5406,30,30,30
T5407,30,30,30
T5408,30,30,30
T5409,30,30,30
T5410,30,30,30
T5411,30,30,30
T5412,30,30,30
T5413,30,30,30
T5414,30,30,30
T5415,30,30,30
T5416,30,30,30
T5417,30,30,30
T5418,30,30,30
T5419,30,30,30
T5420,30,30,30
T5421,30,30,30
T5422,30,30,30
T5423,30,30,30
T5424,30,30,30
T5425,30,30,30
T5426,30,30,30
T5427,30,30,30
T5428,30,30,30
T5429,30,30,30
T5430,30,30,30
T5431,30,30,30
T5432,30,30,30
T5433,30,30,30
T5434,30,30,30
T5435,30,30,30
T5436,30,30,30
T5437,30,30,30
T5438,30,30,30
T5439,30,30,30
T5440,30,30,30
T5441,30,30,30
T5442,30,30,30
T5443,30,30,30
T5444,30,30,30
T5445,30,30,30
T5446,30,30,30
T5447,30,30,30
T5448,30,30,30
T5449,30,30,30
T5450,30,30,30
T5451,30,30,30
T5452,30,30,30
T5453,30,30,30
T5454,30,30,30
T5455,30,30,30
T5456,30,30,30
T5457,30,30,30
T5458,30,30,30
T5459,30,30,30
T5460,30,30,30
T5461,30,30,30
T5462,30,30,30
T5463,30,30,30
T5464,30,30,30
T5465,30,30,30
T5466,30,30,30
T5467,30,30,30
T5468,30,30,30
T5469,30,30,30
T5470,30,30,30
T5471,30,30,30
T5472,30,30,30
T5473,30,30,30
T5474,30,30,30
T5475,30,30,30
T5476,30,30,30
T5477,30,30,30
T5478,30,30,30
T5479,30,30,30
T5480,30,30,30
T5481,30,30,30
T5482,30,30,30
T5483,30,30,30
T5484,30,30,30
T5485,30,30,30
T5486,30,30,30
T5487,30,30,30
T5488,30,30,30
T5489,30,30,30
T5490,30,30,30
T5491,30,30,30
T5492,30,30,30
T5493,30,30,30
T5494,30,30,30
T5495,30,30,30
T5496,30,30,30
T5497,30,30,30
T5498,30,30,30
T5499,30,30,30
T5500,30,30,30
T5501,30,30,30
T5502,30,30,30
T5503,30,30,30
T5504,30,30,30
T5505,30,30,30
T5506,30,30,30
T5507,30,30,30
T5508,30,30,30
T5509,30,30,30
T5510,30,30,30
T5511,30,30,30
T5512,30,30,30
T5513,30,30,30
T5514,30,30,30
T5515,30,30,30
T5516,30,30,30
T5517,30,30,30
T5518,30,30,30
T5519,30,30,30
T5520,30,30,30
T5521,30,30,30
T5522,30,30,30
T5523,30,30,30
T5524,30,30,30
T5525,30,30,30
T5526,30,30,30
T5527,30,30,30
T5528,30,30,30
T5529,30,30,30
T5530,30,30,30
T5531,30,30,30
T5532,30,30,30
T5533,30,30,30
T5534,30,30,30
T5535,30,30,30
T5536,30,30,30
T5537,30,30,30
T5538,30,30,30
T5539,30,30,30
T5540,30,30,30
T5541,30,30,30
T5542,30,30,30
T5543,30,30,30
T5544,30,30,30
T5545,30,30,30
T5546,30,30,30
T5547,30,30,30
T5548,30,30,30
T5549,30,30,30
T5550,30,30,30
T5551,30,30,30
T5552,30,30,30
T5553,30,30,30
T5554,30,30,30
T5555,30,30,30
T5556,30,30,30
T5557,30,30,30
T5558,30,30,30
T5559,30,30,30
T5560,30,30,30
T5561,30,30,30
T5562,30,30,30
T5563,30,30,30
T5564,30,30,30
T5565,30,30,30
T5566,30,30,30
T5567,30,30,30
T5568,30,30,30
T5569,30,30,30
T5570,30,30,30
T5571,30,30,30
T5572,30,30,30
T5573,30,30,30
T5574,30,30,30
T5575,30,30,30
T5576,30,30,30
T5577,30,30,30
T5578,30,30,30
T5579,30,30,30
T5580,30,30,30
T5581,30,30,30
T5582,30,30,30
T5583,30,30,30
T5584,30,30,30
T5585,30,30,30
T5586,30,30,30
T5587,30,30,30
T5588,30,30,30
T5589,30,30,30
T5590,30,30,30
